x,y,zone,generated_text,cos_sim
0.1172159792807506,-0.0646014585197905,C,An Abstract for aresearch纸张应更贴题) on 苹 枫 庆 高 级 汤 (假 审 -,0.886916995048523
0.1077712959676813,-0.0551567752067212,C,"An abstract for an empirical研究 (note in original is hard with limited known domain information; let'as adapt and presume we can use `title topic - """,0.9118651747703552
0.1172159792807506,-0.0551567752067212,C,"An efficient model can learn from limited resources.

### Abstact  
Recent advances [1, \*, …n]* in[theoretical basis on algorithm performance",0.9345852136611938
0.0983266126546119,-0.0362674085805825,C,An abstract provides读者（或编辑/教授）关于一篇科学报告的关键元素概述。（由于您没有提侒一个具体的小节进行翻译或者是要,0.8864797353744507
0.0888819293415426,-0.0268227252675132,C,"An efficient model training is at criticality with growing amounts 
o[f]( )[data]. In pursuit[ , ]optimz[?], researchers propose vari[",0.9303439259529114
0.0794372460284733,-0.0173780419544438,C,"An Abstract for the following general case scenario on **OptiView**:
---

**(ABT0)** _A Deep Exploration On 'Effективнeее",0.9241616725921631
0.0888819293415426,-0.0173780419544438,C,An Abstract for aresearch pper often sets expectations with just several denseparagraphsentaining criticalpoints. Given limited information to tailor precisely without violating policies on sample inputs,0.9220607280731201
0.0888819293415426,-0.0079333586413745,C,"An abstract ofan empirical研究 on online learning is shown for an assumed piece with all crucial data:

----------------------------------------

Optimating Efficcy Gainsthrough Structrueld",0.9257676005363464
0.013324462836988,0.0109560079847641,C,"An Abstract of approximately istraing-to-predictably varying in optimal but rarely exceedng1 (59) for this context and domain.

* The title",0.9185929298400879
0.0322138294631266,0.0204006912978334,C,An abstract summarizes the mostimportant results found on exploringa problem under experimental and observational data with novel computationalappro ach that improves over previous onesby showing 7\,0.9227359890937805
0.041658512776196,0.0204006912978334,C,"An abstract for aresearch papaervalue mightlook类似:

A robust experimentalsetup and rigorous methodstypo free academic 苷,

---

*Robusto E",0.9222531914710999
